wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MjQfk3l14,https://weibo.cn/comment/MjQfk3l14?uid=1837896330&rl=0#cmtfrm,想知道大家穿卡戴珊skims长裙都是怎么走路的，我上次这么迈不开腿，还是在京都穿和服的时候。  ,2022-12-16 13:13,1,0,4,,,
JCThrAD5L,https://weibo.cn/comment/JCThrAD5L?uid=1837896330&rl=0#cmtfrm,我分享了网页链接  ,2021-01-12 23:40,0,0,0,,,
If9IPyBzm,https://weibo.cn/comment/If9IPyBzm?uid=1837896330&rl=0#cmtfrm,在一个日式酒吧，西装笔挺的日本bartender调完酒后，转身进了厨房帮我们做咖喱饭。这波操作太秀了。  ,2019-11-07 22:39,8,0,0,,,
EBYZpoBcL,https://weibo.cn/comment/EBYZpoBcL?uid=1837896330&rl=0#cmtfrm,The best I've seen in a while 😅  原图 ,2017-03-29 06:40,2,0,0,,,
Hbi0GzN7e,https://weibo.cn/comment/Hbi0GzN7e?uid=1837896330&rl=0#cmtfrm,找资料时读了本科导师写Duchamp的一篇论文，不愧是”Duchamp Mafia”的一员，严谨而风格自成一派，见字如见人，是我人生无法企及的高度。  ,2019-01-10 13:40,4,0,1,,,
HiAcRcG8e,https://weibo.cn/comment/HiAcRcG8e?uid=1837896330&rl=0#cmtfrm,艺术史小学弟感慨说“能做理想的工作真的太难也太美好了”。年轻人果然可爱，像我这种jaded adult理想的工作，当然是不工作啊。  ,2019-02-27 12:51,4,0,6,,,
IfBlMEVt0,https://weibo.cn/comment/IfBlMEVt0?uid=1837896330&rl=0#cmtfrm,我：Avocado tartare is probably the most pretentious name I’ve ever heard.白人女孩同事：Yeah it’s like back home in Palo Alto.🙃  ,2019-11-10 21:00,4,0,0,,,
MDa2Q3z2x,https://weibo.cn/comment/MDa2Q3z2x?uid=1837896330&rl=0#cmtfrm,Euphoria第二季没想到会变成枪战片，Beef看到最后也没想到会变成枪战片。There’s something deeply wrong with this country…  ,2023-04-22 14:33,3,0,0,,,
IntkO0FXj,https://weibo.cn/comment/IntkO0FXj?uid=1837896330&rl=0#cmtfrm,新年午后的阳光  原图 ,2020-01-01 15:18,7,0,0,,,
KBPCsA2nG,https://weibo.cn/comment/KBPCsA2nG?uid=1837896330&rl=0#cmtfrm,我倒要看看今年万圣节有多少人扮鱿鱼游戏。一片昏暗中，鱿鱼游戏，吴京，和吴京参加鱿鱼游戏，傻傻分不清楚。  ,2021-10-08 23:14,3,0,0,,,
FncpU3v2R,https://weibo.cn/comment/FncpU3v2R?uid=1837896330&rl=0#cmtfrm,:离开美国时寄回国内的一箱物品被退了回去，本来觉得只是旧大衣和书就没在意，但突然想起有本红色的Moleskine（受电影Amélie的影响），里面贴满了我在法国时看过的展览和演出的票根，边上写着一些想法，和一些名片。现在想起来真的遗憾。我明白其实怀念的是每天还能感受到新奇和刺激的日子，而现在的我即使回了巴黎也感觉麻木。,2017-09-24 00:01,5,0,1,,,
NqsxLmLhP,https://weibo.cn/comment/NqsxLmLhP?uid=1837896330&rl=0#cmtfrm,大学同学，缅甸富家千金小姐，大学时期一直有个若即若离的战略合作未婚夫，但毕业几年后交了女朋友，刚刚在美国结婚。看到她万圣节扮成《妈的多重宇宙》里“生活西化”的女儿，是真的很应景。不知道她现在跟妈妈是什么样的关系。  ,2023-11-01 00:29,5,0,1,,,
FCadQbxwc,https://weibo.cn/comment/FCadQbxwc?uid=1837896330&rl=0#cmtfrm,How am I supposed to be worky on the last day of the year? Even the French bakery I order from is slacking.  ,2017-12-31 10:00,0,0,3,,,
FpKROq6kG,https://weibo.cn/comment/FpKROq6kG?uid=1837896330&rl=0#cmtfrm,每次看意大利人主持的探寻本国美食的节目，我就要怀疑人生——What's wrong with my life? Why am I here instead of living the dolce vita?  ,2017-10-10 19:23,2,0,5,,,
FCD4dFR6f,https://weibo.cn/comment/FCD4dFR6f?uid=1837896330&rl=0#cmtfrm,:早上突然想买块地毯。接着想起某天法国人说，今天要去挑选一块地毯——巴黎应该有很多这样的地方，从奢侈品店到跳蚤市场。然后突然回忆起去西雅图探望好友时，我们误入了一个波斯地毯集市，一块块华美的巨幅地毯悬在空中，仿佛走在迷宫。购物的经历是一次感官体验，无论是视觉上的缭乱，或嗅觉上的刺激，当然还有香槟。然而网购让一切都抽象了。如果我们的欲望可以渐渐变得非实体化（不是从material objects而是digital images的紧密排列中得到满足），那么其他方面的欲望是否也有趋势呢？人类的最终恋爱形式会不会变成Blade Runner 2049里的产品Joi?,2018-01-03 11:26,5,0,0,,,
FpfxiljWi,https://weibo.cn/comment/FpfxiljWi?uid=1837896330&rl=0#cmtfrm,我：今天的天气太好了啊啊啊啊太适合野餐了朋友：去哪？人民广场啊？#bummer  ,2017-10-07 11:38,4,0,4,,,
Kvxh8xEU1,https://weibo.cn/comment/Kvxh8xEU1?uid=1837896330&rl=0#cmtfrm,最近千禧年浓度太高，KTV唱艾薇儿和东方神起，夜店跳布兰妮和蔡依林，连去骑车都碰到放BIGBANG和飞儿乐队的教练。发展中国家青少年的千禧年是一种hybrid体验。  ,2021-08-28 13:31,6,0,0,,,
Fkn6ilpGH,https://weibo.cn/comment/Fkn6ilpGH?uid=1837896330&rl=0#cmtfrm,The good old 90s  原图 ,2017-09-05 09:42,2,0,0,,,
MjFLplebS,https://weibo.cn/comment/MjFLplebS?uid=1837896330&rl=0#cmtfrm,我不懂为什么全上海的圣诞老人都是攀岩爱好者，像图里这样的，cringey af.  原图 ,2022-12-15 10:32,5,0,2,,,
FBDX93qV4,https://weibo.cn/comment/FBDX93qV4?uid=1837896330&rl=0#cmtfrm,"老板把所有客户都标注为""A-Name,"" 而我标注的是""Z-Name."" 这就是我们之间的距离。  ",2017-12-27 23:51,4,0,1,,,
Mujzv0hwq,https://weibo.cn/comment/Mujzv0hwq?uid=1837896330&rl=0#cmtfrm,我觉得杭州那个生三孩补贴两万的政策好鸡肋啊，有条件生三孩的家庭也看不上这两万块，而且本来就会生，没条件的比较一下这两万块和抚养孩子的长期费用，怎么看也不是明智的决定。是一种让制定者自我感觉良好的政策。  ,2023-02-23 10:16,3,0,3,,,
K0uJUiEL6,https://weibo.cn/comment/K0uJUiEL6?uid=1837896330&rl=0#cmtfrm,Ughhh why do I love Boy In Space so much I’m ashamed  原图 ,2021-02-05 10:04,0,0,0,,,
J2k9mgJll,https://weibo.cn/comment/J2k9mgJll?uid=1837896330&rl=0#cmtfrm,你愿意等迟到的朋友多长时间？  ,2020-05-17 12:03,2,0,10,,,
LoUfXdLwo,https://weibo.cn/comment/LoUfXdLwo?uid=1837896330&rl=0#cmtfrm,朋友说刘畊宏健身直播被举报拉闸，后来穿羽绒服播。我只能说搞这种举报的人，exudes small dick energy 😑  ,2022-04-17 21:53,5,0,0,,,
HteorDed7,https://weibo.cn/comment/HteorDed7?uid=1837896330&rl=0#cmtfrm,ABC用磕磕绊绊的中文在Seesaw问：“能不能加一些甜的，香草啊榛果啊......”店员：”不能。”#thestarbucksgeneration  ,2019-05-08 13:33,5,0,0,,,
Lm7lIuogN,https://weibo.cn/comment/Lm7lIuogN?uid=1837896330&rl=0#cmtfrm,:说到囤货，最近发现的讲冷门历史故事的播客“Not Past It”很有趣，尤其是这集讲M&M豆历史的。创始人（美国人）在西班牙内战期间前往西班牙，发现士兵会吃这种巧克力，回到美国后发明了类似的并且在二战期间跟美国军队取得合作，作为士兵的补给发放。由于物美价廉，在民众当中也流行了起来。囤了罐头之后的情绪，就让人很想也囤些M&M豆。,2022-03-30 13:42,2,0,3,,,
G0QhztkWi,https://weibo.cn/comment/G0QhztkWi?uid=1837896330&rl=0#cmtfrm,":The Great Firewall真的会降低国民智商。每天被问无数个蠢问题，明明一句”Google is your best friend”就可以解决的，现在无奈都得回答。毕竟，百度是个你搜什么都搜不到，尽给你垃圾新闻的引擎。But perhaps that is the purpose, fostering generations that don’t ask questions or search for answers on their own.",2018-01-30 21:57,11,0,3,,,
MlOhQpZ1t,https://weibo.cn/comment/MlOhQpZ1t?uid=1837896330&rl=0#cmtfrm,病到现在，除了工作联系人给我送药（现在已经起来帮他打工了），就是夜店销售了。相当transactional. 病好后要继续做一个有用的人🥶  ,2022-12-29 11:55,0,0,0,,,
NvfNLwTJq,https://weibo.cn/comment/NvfNLwTJq?uid=1837896330&rl=0#cmtfrm,戴了口罩侧面看很像猫咪  ,2023-12-02 13:14,2,0,0,,,
HltYTdbIn,https://weibo.cn/comment/HltYTdbIn?uid=1837896330&rl=0#cmtfrm,The Marvelous Mrs. Maisel第二季看到现在，最主要的takeaway是长得好看的男性不需要幽默感来加持。回顾了一下身边的白人男性stand up comedians的外貌，的确如此。  ,2019-03-18 14:31,3,0,0,,,
M872jr7mn,https://weibo.cn/comment/M872jr7mn?uid=1837896330&rl=0#cmtfrm,Dua Lipa和Trevor Noah在一起了！我最爱的女人之一和最爱的男人之一，突然体会到了嗑cp的感受。果然事业成功的女性们最看重的还是舒服和快乐。  ,2022-09-30 09:54,19,0,5,,,
K2nVW9xi9,https://weibo.cn/comment/K2nVW9xi9?uid=1837896330&rl=0#cmtfrm,本来只是随便看一眼创造营，竟然看到了前同事？  ,2021-02-17 20:25,2,0,4,,,
G3x6xC4Dh,https://weibo.cn/comment/G3x6xC4Dh?uid=1837896330&rl=0#cmtfrm,迷上了看冬奥会。一看奖牌榜排名，发现还是有钱人的游戏，中国这样的nouveau riche路且长。  ,2018-02-17 14:39,7,0,4,,,
K4KqMtM9T,https://weibo.cn/comment/K4KqMtM9T?uid=1837896330&rl=0#cmtfrm,Carel的鞋我真的爱了，优雅又好穿，不磨脚，完全effortless chic à la française  ,2021-03-05 09:22,3,0,0,,,
G0daUgrdJ,https://weibo.cn/comment/G0daUgrdJ?uid=1837896330&rl=0#cmtfrm,"另一个同事说但世上80%的人都没有热情，只不过是赚钱过日子——他爸爸在纽约工作了二十多年，对他的事业无感，但薪水非常可观。然后一个idealist, 一个realist, 就这个问题争论了一会。我总结，在你们身上我也是看出了Brown和Cornell的区别。他们大笑，表示认可。  ",2018-01-26 18:24,6,0,4,,,
M22Ijo8FA,https://weibo.cn/comment/M22Ijo8FA?uid=1837896330&rl=0#cmtfrm,大U的朋友：你们文理学院好神奇，男男女女一起就像家人一样，完全没有对彼此的欲望。我：嗯嗯，我们是共产主义大家庭（to quote @黄溜溜SYH ）。  ,2022-08-21 11:52,7,0,0,,,
GgAIkdRcJ,https://weibo.cn/comment/GgAIkdRcJ?uid=1837896330&rl=0#cmtfrm,2CELLOS《Smells Like Teen Spirit (Nirvana)-2CELLOS》 Smells Like Teen Spirit (Nirvana)-2CELLOS  ,2018-05-14 11:44,0,0,0,,,
Gmc899VYK,https://weibo.cn/comment/Gmc899VYK?uid=1837896330&rl=0#cmtfrm,I don’t even speak spanish lol  ,2018-06-20 08:11,0,0,0,,,
KvP7ElE9Z,https://weibo.cn/comment/KvP7ElE9Z?uid=1837896330&rl=0#cmtfrm,Mythology by Parcast讲宙斯推翻父亲克洛诺斯的故事结尾时，说到古希腊的众神都是不完美的，只有这种不完美才能解释世间的不完美。比起神话人，人化神的世界宜居多了吧。  ,2021-08-30 10:57,1,0,0,,,
KtN1b4kDQ,https://weibo.cn/comment/KtN1b4kDQ?uid=1837896330&rl=0#cmtfrm,throwback  原图 ,2021-08-17 01:55,3,0,0,,,
I8GBCrkT4,https://weibo.cn/comment/I8GBCrkT4?uid=1837896330&rl=0#cmtfrm,":等来了《凪的新生活》的结局，一反传统地没有在两个男性角色中做出选择，然后”live happily ever after,” 而是终于发现了自己的热情所在，勇敢去追求梦想（不愧是女性编剧写出来的）。我想到几百年来男性创作中总出现的crime of passion, 女性似乎总要与另一个男性有纠葛，但现代男性更该嫉妒的是，现代女性一个人也可以过得很好。",2019-09-26 09:30,3,0,0,,,
LopmtwZjP,https://weibo.cn/comment/LopmtwZjP?uid=1837896330&rl=0#cmtfrm,直到三月底的我听闻“魔幻现实主义”是什么: Ooh that’s a really cool concept.四月的我: Can totally relate 🥲  ,2022-04-14 15:14,4,0,0,,,
Nbj0bgjZx,https://weibo.cn/comment/Nbj0bgjZx?uid=1837896330&rl=0#cmtfrm,:我发现大家看完芭比都很激动！都会想在社交媒体上留下一些痕迹，无论是赞美的还是破防的。在这种意义上，芭比已经是很成功的电影了。电影妙在两点：一是通过芭比世界和现实世界的对比，让大家看到文明是相对的、逐渐发展起来的，而不是绝对的，呈现一种尼采式的对万物最根源的挑战，因而让大家感知到，一切都是有可能改变的；二是与其让下位者自揭伤疤，电影把上位者放到下位者的位置，替代揭伤疤，而由于大众对此还没有产生免疫，就有很强的冲击力。好开心呀，准备去二刷了！,2023-07-24 08:37,6,0,0,,,
N2XsNwSej,https://weibo.cn/comment/N2XsNwSej?uid=1837896330&rl=0#cmtfrm,这篇文章可把我恶心坏了，明明是用完即抛的商业行为，非要包装成“隐约带着长辈的关怀与豁达”。但“关怀”没看到，看到了在年轻一代身上投射自己对某个年代的执念；“豁达”也没看到，看到了猎奇心理被满足后的漠不关心。简直是”国际生职高生coffee chat”的艺术家版本。  [组图共5张] 原图 ,2023-05-30 11:05,7,0,0,,,
F1KqHg4YY,https://weibo.cn/comment/F1KqHg4YY?uid=1837896330&rl=0#cmtfrm,"之前玛丽生日时我送了她某比利时品牌的一款香氛蜡烛，叫""Neige de printemps"" (Snow of the Spring), 觉得非常浪漫——直到今天，五月初的纽约，我再次穿上了冬天的大衣。意象经不起推敲。当然，对于阿尔卑斯山脉附近的富裕国家来说，春天下雪当然是好事，滑雪季又延长了呢。  ",2017-05-05 22:09,3,0,0,,,
MrVO3pvT6,https://weibo.cn/comment/MrVO3pvT6?uid=1837896330&rl=0#cmtfrm,":翻常玉的画册，才知道他在巴黎的经纪人是Henri-Pierre Roché, 也就是Jules et Jim的作者。两人1929年相识，一起吃喝玩乐，但随着经济形势恶化和世界战争，常玉的经济来源变得不稳定，频繁找Roché借钱，作品也不畅销，终于在1932年分道扬镳。Roché甚至在日记中写开始对常玉“有种陌生‘亚洲人’的感觉，好像不再了解他了”。这似乎是很典型的欧洲对亚裔的种族歧视，对于大部分人是歧视的，只有少数出身良好的是不同的。但失去这层外衣时，本质还是不受欢迎的。",2023-02-07 18:05,7,0,0,,,
LpD4yycFr,https://weibo.cn/comment/LpD4yycFr?uid=1837896330&rl=0#cmtfrm,工作之后发现语文差的人好多啊，一些文化有限公司确实是文化/有限/公司。但脱口秀演员们真的不是，能把话讲明白还好笑，巨有文化。  ,2022-04-22 15:59,7,0,0,,,
EFNi5DL6t,https://weibo.cn/comment/EFNi5DL6t?uid=1837896330&rl=0#cmtfrm,"So Koons is what you call intellectual? Well, you do need an art history degree.  原图 ",2017-04-23 08:14,3,0,0,,,
MkjT89duQ,https://weibo.cn/comment/MkjT89duQ?uid=1837896330&rl=0#cmtfrm,新加坡人工作压力是不是很大，咖啡拉茶都巨提神，即使昨晚熬夜看了世界杯决赛和颁奖，今天都没有一刻不清醒。  ,2022-12-19 16:41,1,0,2,,,
NyrMRarPw,https://weibo.cn/comment/NyrMRarPw?uid=1837896330&rl=0#cmtfrm,"刚开始听The Retrievals, 讲耶鲁大学生殖诊所丑闻案的播客，第一集说到有对蕾丝情侣，一个负责取卵，一个负责怀孕。经历covid之后，发现身体和情感上的疼痛并不相通，即使很想与人共情，也只有亲身体验过才能真正做到。这种合作模式给我带来了一些关于平等的震撼。  ",2023-12-23 13:16,4,0,2,,,
Ki9fJdQAy,https://weibo.cn/comment/Ki9fJdQAy?uid=1837896330&rl=0#cmtfrm,"作为一个monomaniac, 很羡慕可以过双重生活的人，把工作与生活完全剥离。就算在玩的时候处理紧急工作，也能心情不受影响，迅速切换回来。而我，三餐的肉或海鲜只吃一种，全身色调要统一，喜欢一个人时看不到其他任何人，真的很难在一个世界塞下两种状态。  ",2021-06-01 12:27,4,0,0,,,
JebRF6Zh6,https://weibo.cn/comment/JebRF6Zh6?uid=1837896330&rl=0#cmtfrm,回到校园和十五六岁的少年们玩乐队之后再次面对现实世界的我  原图 ,2020-08-03 13:01,2,0,0,,,
F6ijMCPB9,https://weibo.cn/comment/F6ijMCPB9?uid=1837896330&rl=0#cmtfrm,:今天终于去看了《摔跤吧！爸爸》（译名真的很奇怪），Geeta刚从学校归来挑战爸爸的那一场真的是对保守父权国度里长大的后天女权主义者的拷问：一方面非常希望Geeta能赢，即反叛的胜利；另一方面又心怀愧疚，首先因为亲情，要孝要顺，其次因为被教育要尊重甚至崇拜权威，而父权社会中这样的人物通常是年长的男性。女权电影也谈不上，全程只是从比较开明的父权人物的视角出发，也非常“亚洲家长”——沉重的爱里永远带着沉重的枷锁。,2017-06-04 19:47,5,0,0,,,
EBYif8D2a,https://weibo.cn/comment/EBYif8D2a?uid=1837896330&rl=0#cmtfrm,:法语课上的一个美国同学春假也去了巴黎，说以前觉得巴黎很美（对于新泽西男孩来说的确是另一番世界），这次去感觉很脏很旧，尤其是在纽约生活久了以后。他指的大概是他从业的金融环境，高楼大厦，looking sharp. 我说我也这么觉得，这次去让人感觉窒息。但老师今天还在课上感慨了好几分钟她家乡的农业机械有多先进多华丽（伸展双臂来描述机器有多庞大，非常自我陶醉）。更讽刺的是，回去的地铁上我看到了座位上有💩，整个车厢弥漫着诡异的气味，虽然早就听说过，但还是百闻不如一见。啊，这个世界真有趣。,2017-03-29 04:53,5,0,0,,,
F1nekm68a,https://weibo.cn/comment/F1nekm68a?uid=1837896330&rl=0#cmtfrm,Let's switch positions.#skam# Dick in the Air  ,2017-05-03 11:06,2,0,0,,,
Nn6XBmztU,https://weibo.cn/comment/Nn6XBmztU?uid=1837896330&rl=0#cmtfrm,停止解释自己之后，精神状态真的绝佳。不但不自证，还要顺着往下鬼扯，看谁先破防。  ,2023-10-10 00:01,7,0,0,,,
Lgn6e1Ekp,https://weibo.cn/comment/Lgn6e1Ekp?uid=1837896330&rl=0#cmtfrm,花滑表演滑好棒啊呜呜呜，有短暂地回忆起地球村的美好。  ,2022-02-20 18:46,7,0,0,,,
Loe6FDblc,https://weibo.cn/comment/Loe6FDblc?uid=1837896330&rl=0#cmtfrm,好喜欢我的generation啊，辞职了大家说恭喜，离婚了大家也说恭喜，拒绝精神操控，拒绝无谓牺牲。  ,2022-04-13 10:35,16,0,0,,,
JaANot5bU,https://weibo.cn/comment/JaANot5bU?uid=1837896330&rl=0#cmtfrm,在学校，我为想得不够深入而感到羞愧；在社会，我为想得太深入而道歉。象牙塔的流亡者。  ,2020-07-10 21:08,33,0,0,,,
HnxEq9hV5,https://weibo.cn/comment/HnxEq9hV5?uid=1837896330&rl=0#cmtfrm,:在Fès参观所谓的世界上最古老的大学，当地向导强调这是由一名女性创立的。我问那有女学生吗，他说没有，于是我说”But it was founded by a woman.” 向导略尴尬，转移话题道，摩洛哥现在的工作女性可以保留自己的工资只作为己用，同时也可以使用丈夫的收入。他说这就是所谓的”What is mine is mine. What is yours is also mine.” 但只是作为笑话听听吧。,2019-04-01 03:33,4,0,0,,,
InwEb274E,https://weibo.cn/comment/InwEb274E?uid=1837896330&rl=0#cmtfrm,晚上去老洋房吃本帮菜，包厢服务员很有腔调：同时上的菜一定要让我们先吃其中一道，分菜时拒绝也要强行给（“正好一人一块”），时不时问“好吃吗”，看到我们传阅照片要评论，最后菜还没吃完就把盘子收了。神奇的是，虽然无奈又好笑，但又觉得很亲切，简直像在他家里吃了顿饭。  ,2020-01-01 23:44,1,0,0,,,
ECMGLeRSp,https://weibo.cn/comment/ECMGLeRSp?uid=1837896330&rl=0#cmtfrm,I Give You Power  ,2017-04-03 13:11,0,0,0,,,
ECMxVqzJp,https://weibo.cn/comment/ECMxVqzJp?uid=1837896330&rl=0#cmtfrm,"Charles Méryon的一幅etching, 也不知道他在哪里见到了这样的原住民。🙄🙄🙄  [组图共2张] 原图 ",2017-04-03 12:49,0,0,2,,,
MwALT8ngd,https://weibo.cn/comment/MwALT8ngd?uid=1837896330&rl=0#cmtfrm,一直觉得自己没有真正热爱的东西，直到换了种方式问自己：如果放弃舒适安稳的生活，一辈子不结婚生子并把自己驱逐出正常社交圈，会想去做什么？我的答案是成为一个传统意义上的人类学家，融入不同的部落去体验和观察他们的生活。不知道一把年纪了还有没有再造的机会。  ,2023-03-10 09:43,7,0,0,,,
F5zMqFiXO,https://weibo.cn/comment/F5zMqFiXO?uid=1837896330&rl=0#cmtfrm,寄东西回国很贵，所以要做选择。在两本非常厚重的书之间——巫鸿教授的Contemporary Chinese Art: Primary Documents和某美食作家的A Kitchen in France: A Year of Cooking in My Farmhouse——我毅然决然地选择了后者。毅然决然地告别了学术生涯  ,2017-05-31 02:24,8,0,21,,,
FF3AkA4o0,https://weibo.cn/comment/FF3AkA4o0?uid=1837896330&rl=0#cmtfrm,原来嘻哈只是舶来品，现在成了反抗的标志。Now hip hop is really cool.  ,2018-01-19 10:37,16,0,0,,,
JpIL2gNyg,https://weibo.cn/comment/JpIL2gNyg?uid=1837896330&rl=0#cmtfrm,Starbucks那么难喝美国同事还每天喝，简直是一种爱国主义。  ,2020-10-18 08:58,1,0,5,,,
N3zQx8KcX,https://weibo.cn/comment/N3zQx8KcX?uid=1837896330&rl=0#cmtfrm,"这个故事太典了：意大利抓到了俄罗斯逃犯，要引渡到美国去；法官准许了在家监禁，但bug是，电子脚铐只能在家里的wifi上运作，一旦出了家门没了wifi, 就没信号了。然后就让人家逃了。意大利真的是个又好气又好笑让人恨不起来的地方。  原图 ",2023-06-03 12:48,1,0,0,,,
G2GBIt7Qm,https://weibo.cn/comment/G2GBIt7Qm?uid=1837896330&rl=0#cmtfrm,"我妈问如果他回头你还喜欢他吗。我说不，他现在就是个中年人。她笑，早就跟你说他很一般，你非得说他帅，竖着看横着看都帅。我回答，这叫willing suspension of disbelief, 跟看电影是一个道理，我又不是真傻。  ",2018-02-12 01:00,4,0,0,,,
JnkPL2YZk,https://weibo.cn/comment/JnkPL2YZk?uid=1837896330&rl=0#cmtfrm,作为精神上的热带岛屿人，今年没去成，就通过各种方式补偿：吃泰国菜，喝热带果昔，买浅色金光闪闪的眼影，躺红光舱（闭上眼睛，光和温度跟在海滩上一样），现在还想做spray tan. 太想逃离了。  ,2020-10-02 16:23,1,0,2,,,
IxNcXtug9,https://weibo.cn/comment/IxNcXtug9?uid=1837896330&rl=0#cmtfrm,"和新同事第一次视频会议，他说”You look so serious, even angry. I was wondering if you hated my idea.”Me: “Sorry I just have this resting bitch face.”  ",2020-03-09 12:16,7,0,0,,,
LEpFYtPvv,https://weibo.cn/comment/LEpFYtPvv?uid=1837896330&rl=0#cmtfrm,"回到前公司楼下的Baker & Spice, 店长说好久没见到你是不是离职啦，送一个蛋糕给你，随便选。好温暖哦。想起离开再上一份工作一年多后，回到以前常去的Seesaw, 帅气店长说你是不是换工作了，好久没见到你。虽然不知道彼此的名字，却是眼熟的关系，是一些城市生活的小小慰藉。  ",2022-07-28 21:27,15,0,3,,,
IlUfC5fpz,https://weibo.cn/comment/IlUfC5fpz?uid=1837896330&rl=0#cmtfrm,自从我投诉了微博推送的厌女症小说广告后，广告里出现了更多小说推送。微博算法是什么PUA逻辑，否认我的意愿吗。  ,2019-12-22 08:08,2,0,0,,,
EBsOuFEmc,https://weibo.cn/comment/EBsOuFEmc?uid=1837896330&rl=0#cmtfrm,"Somebody once said to me: ""You're Chinese. You know what capitalism is like.""  ",2017-03-25 20:45,1,0,2,,,
Gm3hj6Lll,https://weibo.cn/comment/Gm3hj6Lll?uid=1837896330&rl=0#cmtfrm,蜷着腿在椅子上喝咖啡，看着落地窗里的倒影，突然想回到一百多年前，画阳台上的女人，咖啡馆里交谈的人群，吧台前失神的酒保，and still be celebrated. La Belle Époque.  ,2018-06-19 09:39,3,0,0,,,
JABccxTt9,https://weibo.cn/comment/JABccxTt9?uid=1837896330&rl=0#cmtfrm,[After waxing]前台：纹眉需要了解一下吗？我：下次吧，今天我受的苦已经够多了。  ,2020-12-28 21:57,3,0,0,,,
L0XlcjoNt,https://weibo.cn/comment/L0XlcjoNt?uid=1837896330&rl=0#cmtfrm,:隔壁大概一早起来在做瑜伽或冥想，空气里飘来素凯泰大堂会放的那种音乐，超级响，一瞬间我以为今天是什么纪念日，要全城放灵乐...现代都市精英真的蛮搞笑的，追求片刻安宁的同时产生了更多的噪声垃圾。就像Fran Lebowitz所说，对于wellness的追求本身就是一种贪婪。其实生活已经足够，甚至可以更简单，却要从吃穿住行方方面面追求更“健康”或“形而上”的生活方式，同时进一步落入消费主义的陷阱。,2021-11-11 09:37,10,0,0,,,
Nc9SsckT9,https://weibo.cn/comment/Nc9SsckT9?uid=1837896330&rl=0#cmtfrm,二刷《芭比》出来，戴着周边的粉色发夹粉色袋子，坐在餐厅里喝饮料的三个穆斯林女孩看到我们，透过玻璃朝我们招手。Barbie world is the best!  ,2023-07-29 23:14,4,0,0,,,
IxtgliJAj,https://weibo.cn/comment/IxtgliJAj?uid=1837896330&rl=0#cmtfrm,"前段时间还只准外卖不准堂食的时候，派对女孩朋友经过一家餐厅，整个被黑色的帘子覆盖，只有一个窗口在出外卖订单。她随口问了句里面开着吗，结果酒吧的部分真的开着，她就顺利进去了。回来感叹，这可是真的speakeasy, 瞬间回到了the Prohibition era.  ",2020-03-07 09:30,5,0,0,,,
KeoQj0FBW,https://weibo.cn/comment/KeoQj0FBW?uid=1837896330&rl=0#cmtfrm,最近一直看到大家在宁夏体验摩洛哥风情，在西双版纳过东南亚生活，甚至在广东住“非洲风格野奢民宿”。疫情简直促成了一个平行宇宙。  ,2021-05-07 20:47,7,0,8,,,
KEyaK1GSY,https://weibo.cn/comment/KEyaK1GSY?uid=1837896330&rl=0#cmtfrm,当你的老板比你晚进入一家餐厅却更早离开，并且走时拍了拍你的肩膀说：“吃得慢好啊，有助于减肥。”😰  ,2021-10-26 20:20,3,0,0,,,
F1hxv3zjG,https://weibo.cn/comment/F1hxv3zjG?uid=1837896330&rl=0#cmtfrm,":大都会川久保玲展的主题叫""Art of the In-Between,"" 让我想到西方当代艺术中一种强劲趋势：exploring the space the in-between, blurring the boundaries, breaking down the binary constructions, and so forth, 时常出现在各大美术馆和画廊的文案中，一种万灵药。虽然对于西方来说很重要，因为thesis-anthesis这种两元构造在其思想中曾占主导，但从中国人的角度来看实在无聊，因为我们一直就讲究中庸。",2017-05-02 20:36,3,0,2,,,
Fiqc9aepi,https://weibo.cn/comment/Fiqc9aepi?uid=1837896330&rl=0#cmtfrm,"以前还是学生的时候非常兴奋地讨论全球化对当代艺术的影响，并拥护全球化，现在经常在电梯里听到关于商业的对话，时不时冒出几个英文单词，或者印度人名。I was like, fuck it, it's a total control system, and yet we're so proud to be part of it.  ",2017-08-23 13:54,3,0,0,,,
HpqID9nql,https://weibo.cn/comment/HpqID9nql?uid=1837896330&rl=0#cmtfrm,摩洛哥掠影  [组图共9张] 原图 ,2019-04-13 13:34,3,0,1,,,
MtW816qnS,https://weibo.cn/comment/MtW816qnS?uid=1837896330&rl=0#cmtfrm,:我来分享一下学历还算高的“正经”女孩的恋爱心态，为什么容易被PUA:1. 因为成长环境单纯，而且有好奇心（也是学习的驱动力之一），所以会对一些路子野的或“不正经”的男的产生探究欲，想知道对方内心究竟如何。挖着挖着就陷进去了。2. 因为善于分析，热衷透过现象寻本质，最后变成给恶劣行径找借口，去合理化它的存在。认为自己站在高处分析，因此不是受害者，是在理性冷静地看待这一切。而且读书人讲究体面，撕破脸皮的事做不出来，就只能自己消化痛苦。嗯，差不多就是这样吧，倒是希望抛开冷静自知那一套，该撒泼撒泼，该讨回来的讨回来。,2023-02-20 22:35,7,0,0,,,
