content,publish_time,like_numlocation,forward_num,comment_num
如果我有一个克隆分身，我们可能最开始相处会因为对大多数事物意见一致成为good buddies，但最后一定会反目成仇。因为自我意识过剩的人其实内心都容不下另一个人。  ,2023-12-05 03:00,5,0,0
有时候听懂一种语言给你带来一些尴尬譬如我之前的室友是俄罗斯人，但在美国出生。她有一次回俄罗斯，从机场回去的时候司机和车上另一个男的用俄语说美国人都如何坏（因为她从美国来，讲英文），她当场非常尴尬不知道是否应该让他们知道自己母语水平一流并且还是个红的  ,2023-12-09 05:42,0,0,0
:我小时候为什么性格很像个男的，主要是跟我爸玩的太多了，每天在泥巴里跳。小时候跟我爸去宜家买家具完了俩人一起安，下棋打赌喝酒抽烟各种男人活动应有尽有。我妈带我的时候都是干干净净穿漂亮衣服的小女孩，轮到我爸带的时候就像一个男的。导致我到现在的性格也是不男不女又男又女。家里新买了家具组装我也是拿起榔头就敲，我老公在一边都吓死。,2023-10-30 15:52,5,0,7
说实话现实生活中不是每次竞争都是公平的，但是自己本身有能力的人参加竞争获胜是迟早的事情。你也不是只参加一次竞争，真实水平迟早都会显现的。实际上没有什么好担心的。不过是要持续努力。  ,2023-12-09 03:21,13,0,0
而且我觉得这个最后一个review的智商就特别低，比如这个variance test，他非要让你标注是one sided还是two sided。variance test不是two sided难道是one sided吗？你写了吧，觉得写出来这种智商低的东西就觉得很羞耻，不写他又不给你过。  ,2023-10-21 07:16,2,0,0
我的图做的太好了他们以为我是超的我他妈都是自己亲手画的啊 illustrator矢量图我都给你抠出来了  原图 ,2023-10-21 08:39,5,0,1
智商低能不能少说话？影响老子心情  ,2023-12-15 05:24,0,0,0
如果一个女生能捞的让别人羡慕，捞的跨越阶级，那么真的也是杰出人才。关键是很多人没有这个才能，那真的就是作践自己而且没有回报。没有好处为什么要作践自己。  ,2023-12-12 02:26,16,0,0
:我以前有一个特别搞笑的事儿，就是追我我那个高中同桌，我逗他玩儿，因为隔壁班有一个男生跟我小学的时候在奥数班上是同桌，我跟他当时关系很好，然后我就逗他说，这个男的是不是喜欢我啊，我看他每天妙赞我人人（当年还有人人），然后我这个同桌马上说，不会吧，不可能，你想多了。然后我看他当天马上就去踩那个男的的人人，从此之后每天就去踩那个男的的人人。笑死我。,2023-11-22 04:48,2,0,2
麦麦限定的神奇宝贝卡，我老公看到了岂不高兴晕了  原图 ,2023-10-26 18:28,2,0,0
关键是每次revision，公司内部还要周转一圈，有知识产权，他们要审核十几个签字轮转一圈下来几个月又过去了  ,2023-10-21 06:10,0,0,0
我觉得人的人格类型真是天生的，有些那种control freak，每次碰到任何事情都会大小全部办完。还有我这种人格类型，一旦发现有人办事立即高高挂起，毫无控制欲，完全是下意识反应。  ,2023-10-26 18:59,12,0,0
这个男的长相气质真的非常像我前任，看Wednesday的时候就发现了，当时一直默默许愿老公不要发现，结果他还是发现了，说这男的真像你前任！顿时没法看了。之后网上迅速爆出该男棵照，居然也很像幸好该男之后迅速被封杀  原图 ,2023-11-03 15:36,3,0,0
:我为什么有这种感叹，因为最近看到非常多的例子都是这样。还有昨天听三月份曲姐连线有一个女的被上司酒后性侵犯，被上司老婆知道一直在逼她离开单位，她自己的对象也被搞没了，就完全是境遇之悲惨。还有我那个脑子有泡的朋友，她爸也不是什么好东西，我之前讲过她爸就是一个偏远地区小县城的县长，在当地玩弄比自己女儿还年轻的女性，甩不掉还找我妈帮忙帮他解决问题。我这个朋友在知道她爸的行为之后她的反应就是，第一荡妇羞辱那个被她爸玩弄的女性，并且说她的身份地位是农村女的，第二强调他爸还是爱她妈，还说男的在外面玩是很正常的。我就晕，你这种人不被白劈谁被白劈？你爸在外面白劈女的，你被老男人白劈，你们家karma就被修复平衡了是吧？而且她上次追的那个瑜伽男，显然是知道自己要什么的，人家其实根本不缺这点性机会，但他根本就是不想要这种容易被白劈的脑子不清醒的女的，所以他也不占这人的便宜急于抽身。她以前狂追的男的，人品恶劣的，碰到她这种脑子不清醒的就甘之如饴还会跟她纠缠很长时间。,2023-10-27 00:34,10,0,4
梁欢能做乐评人我觉得是够格的。但是搞创作是另一回事。就跟高晓松当乐评人也是够格的一回事，音乐房子挖掘超女当女朋友的那帮男的，没有欣赏水平肯定不行，但一句都不能唱。上台一开口吓癫了。  ,2023-12-06 07:14,0,0,0
曲姐说年轻人潜力无限是针对有悟性懂得利用时间的人。大部分糊里糊涂的人说实话又懒有傻，他的时间就一文不值。看多了年纪大活到入土都很悲惨的人，一辈子没有站起来过，或者他的天花板就是很低。  ,2023-11-03 04:23,5,0,0
你是一个根正苗红的丝丝，人家既得利益红的也不会跟你玩。刘家昌这个老登儿晚年发疯的暴露的是哪些，就是人家大领导儿子跟台湾美国人，你口中的所谓反贼，一块儿混飚车出事故也不会很你们这些一心向d的穷丝丝一块儿玩的。 当丝丝当出民族认同感来了。民族认同感是你们丝丝的专利。  ,2023-11-02 06:49,10,0,0
:小学大部分小学老师基本都没有什么职业发展，大部分最好的人生就是嫁个好人家然后生娃，假期多。差学校的小学老师根本也就没有任何加分，那种特别好的，很抢手的小学老师，还有些光环可以嫁更得好。小学教育能搞出什么花来？我小学的时候也是一个鸡娃，课外补习班报满了，后来发现小学奥数神童其实就是提前学一下初中数学，根本都不算成人智力。小学那些东西玩出花来了都用不到成人智力。,2023-12-09 18:18,2,0,0
傻了吧唧的女的因为媚男被男的白劈了不要来烦我，自己去跟曲姐连麦排队半年被曲姐骂一骂。  ,2023-12-15 07:20,0,0,0
感谢曲姐帮我骂人，我受不了了  ,2023-11-22 01:20,1,0,0
我那个恋爱脑朋友痴迷的老白男，我就是不认识他，我要是真的被我见到我他妈就要狠狠修理他。  ,2023-10-15 11:16,0,0,0
我到美国之后修理过三个男的，最后都是下跪求饶我以后分享我的修理过程  ,2023-10-15 11:08,14,0,2
我老公问我，以后有娃了，我爸能看吗？我说，那当然是要给门票的，票价一定比大熊猫归国还贵。不给门票不给看了。  ,2023-11-24 14:55,4,0,0
我觉得好精彩，感觉很有可能女高管是主动潜伏进煮老师的公司的。煮老师当初找她的时候一定是跪求  ,2023-10-15 15:28,0,0,0
去年今日输出把我看笑了  [组图共5张] 原图,2023-11-02 07:38,6,0,0
真的有学金贵的关系找爹拿钱的富二代，笑死我了。我之前听曲姐就觉得她这套找爹要钱很管用，其实找谁要钱都很管用  原图 ,2023-10-16 04:24,4,0,3
当公务员要把我八年前的i20都搞出来,2023-10-14 05:32,0,0,0
做梦梦到跟初中认识的男的撕逼，还没撕完就醒了，感觉怅然若失。  ,2023-11-02 00:41,3,0,1
真的很多蛆不明白，他最大的攻击力就是把自己搞得很丑很臭然后出来吓人，他还觉得他自己把别人的眼睛辣了很厉害他要是会照镜子，他把自己也得吓死  ,2023-10-14 02:56,2,0,0
大家在美国date人一定要做背调好伐！！！保护好自己不要傻乎乎的。至少把这人的工作地点和家庭背景是什么人都搞清楚，要有正常工作一定学历的人再跟他玩。  ,2023-10-19 12:26,16,0,0
羽绒服被偷了去找leasing office顺便拉上老公壮胆，老公看到羽绒服的价格晕厥了。  ,2023-10-13 09:04,2,0,0
为什么我要买这么贵的羽绒服，因为之前搬家的时候我装羽绒服的那个包裹被偷了，里面是我这些年来所有的过冬衣服，我穿了十年的几件加鹅。我要回密歇根我就没衣服穿了，我就打算买一件。结果又被偷了。为什么小偷总是偷我最贵的东西。他妈的  ,2023-10-13 15:18,0,0,0
那种网上的蛆给自己买一万粉丝是什么心理  ,2023-10-14 02:18,0,0,1
曲姐不做下沉市场，第一这帮人没钱，第二下沉市场没有逻辑规律，什么乱七八糟的都有，而且本人基本都根本无法有效执行他们的操作，售后也很多麻烦。你自己去看看下沉市场是什么样子你也觉得，umm  ,2023-10-14 02:45,1,0,0
我觉得在国内做生意的可以研究一下高端市场，不要做下沉市场。就是富婆真的有很多钱可以赚，虞美人跟曲姐都是不做下沉市场的。以前那个娃姐专攻下沉市场，她的方法就是画饼和pua顾客，每天都在扯皮，东西也烂的一笔，通过这种方式就只能吃短期利益，迟早都要崩的。  ,2023-10-14 02:54,5,0,0
飞雪之灵爆雷还是16年吧。我的天哪，长成这样的男的玩的也花也是打开眼界了。你们也吃点好的,2023-12-07 19:08,2,0,0
我完全理解宝宝碗，因为不管每次点的什么我都觉得老公碗里的比我的香，而且我下次也不点老公点那个东西，如果我自己点就会失去兴趣，而且我也不喜欢老公拿一个碗给我分，我就喜欢直接从他碗里抢。  ,2023-11-11 10:29,2,0,0
想起来一个事情就笑死。我们这种人上学期间基本横着走的，高中开学第一天坐公交车上学，那个公交司机看我的校服问我中考多少，我说考得不好，六百五十多，主要靠竞赛。他愣了一下说，不错，上六百了。我就好奇他自己亲戚朋友都是什么水平的。  ,2023-10-31 02:56,1,0,0
:past lives的那个女的，能降维打击这两个男的，也可以降维打击很多男的。我说实话就是被潜意识里的社会规则pua。男的见多了，怎么还会对这个黄南魂牵梦绕的，还哭。不就是个舔狗，有啥啊。这件事情她老公就看得很明白。因为他知道这个女的要是不跟他结婚拿绿卡，也可以跟任何一个她在什么地方偶遇的白男拿绿卡。这个女的说怎么可能，你不了解我吗？然后她老公说，我了解你啊，然后眼神更加忧郁了。我觉得这个女的都没有她老公了解她这么了解她自己。他老公知道她可以扮演好这个情人的角色，也可以扮演好任何人的情人角色。她自己都不知道。,2023-12-05 05:35,8,0,0
我妹一直给我印象是成绩一般，中考完了要去学ib，ib也很恼火，我说要不然去公立吧，上海中学你进得去吗。结果她说除了复附她别的随便上（但我要求比较高，我觉得至少要进实验班  ,2023-10-31 03:03,3,0,0
我反思：虽然我不可能达到五千，但到达三百应该是正常的。但我没有达到，是因为这一年来都在躺平，浪费了青春。  ,2023-11-23 15:00,2,0,0
:我好痛苦我不知道被什么不明不白的病毒击中，测了流感新冠strep全是阴性，也不给我开抗生素，我非常痛苦，只能靠吃布洛芬度日。今天还要开会，害我出洋相。我前年也是这样的，查出来什么都不是，最后是细菌感染，但是我的味觉全失并且喉咙肿胀什么都吃不下。但是我硬吃，我买了五种口味的蛋糕切片每种咬一口，确认我真的没有味觉。一个星期掉了十斤。应该全是肌肉和水。,2023-10-18 12:57,3,0,10
外面的urgent care的医生很多水平不行是因为考不上我们学校  ,2023-10-19 01:01,2,0,1
其实我老公还是很emotional intelligent。他就只会一些简单的中文词，基本上听不懂。但有时候我跟朋友用中文说什么他都能猜到是我们在说什么，甚至能逐字说出我们的话。我就想到一些狗或者猫，虽然听不懂人话，但是还是可以知道你在说什么，就是因为他们也很emotional intelligent。  ,2023-12-01 08:25,9,0,0
我们这里只有最大的一线城市才有凉皮豆腐脑沙县小吃黄焖鸡，我奋斗一生就是为了有一个湾区户口可以吃到这些，但最后发现只有纽约户口可以达成。  ,2023-11-15 13:30,4,0,0
18栋说她妈对着离异妇女说自己老公多么多么好，这种人就是典型的npd，就是喜欢在弱者伤口上撒盐，对强者没办法就是撒泼打滚耍无赖。说实话这种事我是真做不出来，我对弱者就是忍不住温柔，我对那种喜欢霸凌别人自以为强的人，我就跟你硬干。,2023-11-28 13:29,11,0,0
:我老公也抱怨过，前两天我跟他吵架了，原因是我觉得他一个时间安排很傻逼，然后他说我跟他说话感觉他是inferior。因为我完全就是自我中心，我觉得他的决定很傻逼，也没有耐心听他的解释，他感觉我就潜意识就把他当成一个傻逼一样在说话。我换位思考感觉确实。其实很多男的也这样，但是他们没有我这样的自我反省。,2023-12-05 02:58,1,0,0
其实我个人觉得香港人很不错，在美加的香港移民有一种松弛感，我觉得可能见多了对大陆人祛魅了，或者面对别的种族反而意识到我们都是老钟，生发出一种民族认同，反而把你当自己人。譬如说话直接不弯弯绕绕，看似粗鲁吓一跳，但也是真的对你好。不会讲广东话，用带口音的中文或英文沟通也不影响亲切。  ,2023-12-16 07:58,10,0,0
妈的弄个小号每天就在那里蹭蹭蹭蹭蹭，每天转发五十条，蹭你妈的劈，老子除了跟你都是个女的也没有什么别的共同点了  ,2023-12-15 06:07,1,0,0
今天talk的这个人他们组有103个人，我们他妈两个人,2023-10-27 04:01,0,0,0
AAAI也是大型灌水场所，可有意思  ,2023-12-15 01:15,1,0,0
昨晚在家里看这个  原图 ,2023-11-10 23:57,3,0,6
我觉得这些长得很好看又有才华的人，你还有什么弱点？简直很完美。该你大富大贵！  ,2023-12-05 02:41,4,0,0
我深挖曲姐  原图 ,2023-10-31 06:46,1,0,0
互联网上指责我有typo的人你听好了，我连中文都会打错，你还揪我英文的错？  ,2023-10-25 02:22,2,0,1
我说实话这个男的要是真有心跟她搞破鞋，一开始就会告诉她单身，所谓“刻意不讲明白”根本就是不可能的事情，就是她单方面听不见罢了。这个人想搞破鞋，所谓“暧昧”估计也是自己一种单方面的意淫。  原图 ,2023-11-24 08:04,4,0,2
:没有智慧的人，一辈子都不会有什么出息的。我觉得会算命的人就会看这个做人的格局。没有出息的人就会为自己的小情绪，自卑，敏感，不自洽花费绝大多数的精力，根本没有时间拓展和提高自己的能力。这样的人如果年轻，那也注定了他几十年之后比起现在也不会有什么水平的提高，他的潜力和发展是非常有限的。,2023-10-25 02:38,8,0,0
我的11月死里逃生，不过接下来还有很多事情要搞。,2023-11-30 15:43,3,0,2
我是怎么活在这个世界上的  ,2023-12-01 13:54,1,0,2
说实话同性之间卷服美役我觉得还无所谓，追求美是人的权利，造黄谣和荡妇羞辱才是恶毒的雌竞方式。  ,2023-11-12 07:45,8,0,0
我想起来本科的时候在华大实习，那个时候就开始出hpv疫苗和癌症筛除了，同事说疫苗一定要打，因为他们跟医院合作的项目看了好多病人的病灶部位图片，心理阴影了。我也没敢看，据说密恐人地狱，类似莲蓬乳  ,2023-11-21 01:59,3,0,0
娅娅guts出来之前先放的新单，vampire出来的时候我一个朋友很兴奋的问我说听了吗？我说她还没有get over那个前任啊，希望她早点move on，不至于为这个男的纠结这么久。然后我另一个朋友说你这个语气这个我还以为娅娅是你认识的人。  ,2023-11-28 03:01,0,0,1
我最近看于文红撕逼我觉得她一定会赚更多钱。  ,2023-10-14 05:29,1,0,0
张凯毅撕前男友是不是曲姐1v1的结果，想明白了踩在渣男的身上搞流量，还是双十一，重新出山了,2023-11-01 03:14,1,0,0
不过了解我的人应该都知道我对任何意义上的霸凌者是什么态度。我都是二话不说弄死你。  ,2023-11-25 03:41,9,0,0
:曲姐说犹太人是白人里实力最强的，我觉得我们老钟人也不要妄自菲薄，因为据我观察犹太人就是白人里的老钟人，culture gap其实很小。我老公现在动不动在油管上看Steve he 呵呵呵的笑，因为他爸跟Steve的爸一模一样，emotional damage。我在很多地方都听到过犹太人抱怨自己爸妈toxic，跟我们老钟人鸡娃一模一样。所以数据说话，现在美国实力最强的应该是老钟人，想要捞的直接种族内通婚就可以了，不必舍近求远。比如你看sfb那个案子，就是一个犹太incel和一个老钟incel合伙pua一个白女，犹太和老钟incel都站起来了，白女都要甘拜下风。,2023-11-11 06:26,2,0,0
:我小时候经常有那种年纪很大的我爸妈的那些朋友，问我我对人生的规划是什么，有什么梦想和长远目标，然后我有什么想法，我都跟他们吹，就是一些生物学的东西，然后他们都觉得我前途不可限量，想法很多特别成熟啥的。这种事情就是要从小培养的。当然我觉得我现在远远没有小时候愿意吹牛逼。小时候还有那种初生牛犊不怕虎的心理，不觉得说错了话会很傻逼。现在觉得爱说话的都傻逼了，主要是年纪大了，容错率低了，而且沉淀确实多了,2023-12-01 04:46,4,0,0
:男的之间不管从智商情商还是异性缘差距还是非常大的。我以前有一些哥们儿其实平时会聊私事，有那种长得很帅的家境也好的，他聊的juicy八卦基本上是女的怎么追他。这种事我毕竟不可能接触过，因为我也没搞过，所以我听一嘴乐。女的追男的基本都非常露骨，还有非常烦人。女的追男的根本不是incel想象的那样对他笑一下就是对他有好感。如果你是个有异性缘的男的，就有很多女的主动发lz，主动邀约，跟骚扰差不多，把男的搞得很烦想去报警，多了去了，我一听真是想不到女的能多主动。我这个朋友说他上中学的时候有个女的找他出去，结果就是把他拉进厕所把衣服脱了展示她的胸。incel一辈子不可能有这种体验，还在知乎上写那种自己意淫的女的主动的小故事，无语。真的女的追的，这个男的根本无需付出任何精力。然后有一回我们几个朋友又在聊私事，有一个码农男的，我说你长这么大应该没有什么性生活吧，因为长得就是这种的。结果这男的，他为了证明他有，把他之前的经验一五一十全部说了，我当场听了就很难受，因为基本都是可以直接把他抓进去告qj的那种，基本上都是把女生约到家里来强行上了，就这种事情居然拿出来讲，我大震惊。但是因为又是hearsay又不可能真的去报警，但是搞得我就太恶心了，感觉都不太能睡得着。我感觉男的跟男的之间的差距也是比人跟猪之间的差距还大。,2023-10-29 10:42,9,0,3
这几个确实可以回炉重造一下，基因真的太差了，不生成个白男对不起你  [组图共2张] 原图,2023-11-23 01:04,2,0,0
此刻心情  原图 ,2023-12-01 16:04,0,0,0
:你是一个有潜质，能力优秀而且长得有姿色的女学生，你就很容易碰到想要骚扰你的男教授，而且周围人还会嫉妒你被性骚扰，被“盯上”，背后议论你，最后你出了事情这些人也不会同情你。因为国内的环境就是非常扭曲的，男的屌丝会嫉妒人，女的屌丝也会嫉妒人，甚至会嫉妒你被骚扰和被stalk。太low的地方就是这样的，除了努力脱离这种环境没有别的办法可以救你。,2023-11-07 03:50,9,0,0
我真的看不得你们这些用算命招摇撞骗泡妞的，性缩力爆棚的incel才会琢磨用这求偶方式，真的猥琐极了，还会让人觉得智商低还想骗人  ,2023-12-16 17:28,3,0,0
走进三番一家有机小众grocery，里面都是vegan和有机食品，结果收银的升级后发现柜台上在卖cbd gummy，一不注意还以为是普通口香糖。所以别的地方都可以养生，但最后还是要磕麻。  ,2023-12-16 03:31,1,0,0
我看这评论以为王刚真去pc了，去pc了那当然违法了要拘留  原图 ,2023-11-28 01:54,0,0,0
小晓视频截图就让我生理不适，像看美恐freak show那季一样。我知道国内外tik tok内容是分开的，但是有很多搬运号，还有很多博主注册了两个号两个都在发，我具体不知道这个内容筛选是怎么实施的。  ,2023-12-12 07:56,5,0,0
因为今天我跟家里的人聊这个事情结果我老公里的人买的都是我这个牌子的羽绒服，他妈还非常熟练的说我们可以去加拿大买，她买到过半折，只需要一千多刀。我老公他爸昏过去了。这些男的对家里发生的事情一无所知（最好也不要知道太多）  ,2023-11-18 13:07,13,0,3
我好崩溃  原图 ,2023-12-16 05:05,4,0,0
我为什么碰到学术问题狂输出，你就能看出我是真的爱这个东西，真的付出了血泪汗水的，就跟死缠烂打的渣男一样，死死纠缠就是因为付出太多了过不去这个坎  ,2023-11-09 16:13,12,0,0
我之前也发过嘛，曲姐也说的，真的圈子特别小，大家随便八卦有个别人在做的早就传开了。  原图 ,2023-11-11 02:08,5,0,0
我妈是完全不一样的个性，我妈是不会直接说我要把xx打死，但她会背地里直接找人把他打死而且我全程不会知道。  ,2023-10-31 15:26,6,0,0
我现在想到那个女的为了追我那个学弟天天骚扰我的事情就还有ptsd，她什么信息都来找我问，跟查户口一样，我说我怎么知道这些啊，我又不是他妈，我为什么要这么关注一个普通朋友，他自己那点破事关我啥事。这女的真的吓死人了。  ,2023-10-29 10:54,2,0,0
其实马斯克本人作为养儿防老的例子就挺有意思的。他有个儿子是transgender，他本人不接受，儿子跟他老死不相往来。我在想他觉得以后养儿怎么防老  ,2023-12-07 02:34,0,0,0
我最近还发现一个新现象，就是我有一个中科大少年班的同学，此人是秃丑男。但是跟一些丑才子不一样，他很有自知之明。他最近发的自己在欧洲访学的照片，那种单人照片居然全是别人，是他一个头发茂密的同学（但还是很丑  ,2023-12-05 03:12,2,0,0
猫其实也很在乎你。我之前在最后一次回国的时候逛宠物市场一时冲动买了一个猫，现在她已经七岁了。她真的就是人在哪里她就跟在哪里。我妈经常出差，后面就在家里安了一个摄像头，为了可以远程监控家里的情况，结果看到每次出门的时候猫都呆在家门口附近等他们回来。  ,2023-10-31 05:48,6,0,2
我不看一点快手县城小吃探店视频睡不着觉  ,2023-11-24 15:57,6,0,1
狗家L3，没有抽到H1b被迫挂靠，15*0.6-3 =6，每年生活费六万，属于是比上学时还要穷的节奏。  原图,2023-11-24 04:26,2,0,2
:哈马斯的致富秘籍是什么，众所周知哈马斯高层都不在加沙地带，长期居住在沙特，应该是全世界最有钱的人之一。其实加沙都官方算不上是一个国家。我觉得世界上最赚钱的生意不是做当码农做电商，就是你开一个国家，让一个地区的人民把你选上来，你再把这些人当韭菜或者肉盾，你就有源源不断的进账，这就是全世界最赚钱的生意。,2023-11-27 15:40,13,0,8
:今日大新闻：钱给退回来了前情提要：网页链接因为我老公一直因为这件事情guilt我，我半夜起的睡不着发了图一（因为激情邮件很多typo语法错误但是无所谓了）总而言之对方被吓到了把钱退了我妹知道以后找我要邮件模板，我就此放上来（改改typo还是没问题的美国法律上retailer要确保货物接受和负责货物丢失的损耗，大家可以刚一下,2023-11-18 12:59,5,0,0
加州特产：纯天然有机麻  ,2023-12-16 08:43,1,0,0
:不过就算我让我那个朋友跳槽她也是不会的。她这种人的生存观就是活一天算一天，虽然脑子里做梦发财但行动上从来没有自我提升，都是吃喝享乐的部分：譬如换一个城市约会，或者跟老男人yp幻想对方给自己钱。她现在找了这个小厂里面的新工作的原因就是因为她之前做contractor的合同到期不给她续了，无业游民了半年。这种人居然有狗屎运能抽到h1b。有人跳槽是为了加薪，有人跳槽就是因为现在的工作都守不住。当然以我对她的了解她不被开就不会跳槽的，跳槽的难度比她老实工作的难度高多了。所以说911果家女还是厉害啊，你往下看不知道有多少不如她的。有多少人做梦想成为曲姐，但曲姐就是曲姐，并不需要谁想去成为。你是这块料，那么你就是。你看别人都过得好所以眼红做梦，那你继续。,2023-10-20 08:44,3,0,0
有些狗真的是很聪明了，能做很多事情，还能帮忙做家务，但是他看到屎的时候也很难忍住不去吃。  ,2023-10-31 06:02,4,0,0
如果你对karma这个词的反应是放松和安心那你是一个活得很好的人  原图 ,2023-10-26 10:18,10,0,0
复制粘贴了90页thesis，一看师兄的也才一百五十页。还有几篇文章没有粘贴。继续贴贴  [组图共2张] 原图,2023-10-25 17:25,5,0,0
我的读者为什么会有这样的  原图 ,2023-10-25 05:05,1,0,1
曲姐说的没错，搞比比币的那帮人很多都在新加坡。我认识俩人都在新加坡搞这个，嫉妒得我眼睛发红。但是我其实是一个很保守的人，我从一开始就觉得这种东西就是个噱头，是骗人的，这种钱我是挣不来的。虽然我极度的眼睛发红但是我也不会去搞这个东西。我命里没有。  ,2023-10-25 02:47,4,0,2
而且赌爹要养也是非常搞笑。他爹单身也不愿意跟你结婚，你还要赌他养娃，你不如买六合彩。  ,2023-11-24 17:00,5,0,0
:上学的时候有一个女的真的是我直到今天见过的最下作的人，直到今天还会出现在我的噩梦中。我觉得活到现在，搞破鞋，背刺都是司空见惯，自私的人在做题家里也很常见，仗着自己的privilege欺负别人的也很常见。但这个人是我见过最阴暗的阴暗逼。这个人的做法是，表面上装作自是个人畜无害的人，甚至很阳光，但转眼立即用很恶毒的方式害人。被我见过这两面无缝转换之后，我对这人的感觉就是一种讨厌和恐惧的混合。而且因为我小时候上学圈子很小的缘故，大部分同学从小学就认识，直到高中都是同一个班，跟这人接触在长达十年的时间，对这人的认识就更加深刻。我说很多造黄谣的是女的，而且是一种隐形雌竞的手段，就是因为这个女的让我认识到的。因为她长得天生不是很好看，一米五的黑黢黢，但是因为又是一个很要强的奋斗逼。初中的时候我就跟她同一个班，她当时喜欢我们班上一个男的，但对方对她没兴趣。高中的时候我又跟她一个班，这个时候班上有长得非常好看的女生，一开始就能吸引大部分男生的注意力。然后这个女生。就开始跟那个最好看的女生套近乎，对方也就接受她，就成了好闺蜜。这个女生穿着打扮包括说话语调也学别人，说话变得非常嗲而且敢拉得下面子。久而久之当然就有一些进步，从没有人注意，到有一些男的愿意注意她了。当然之前她初中喜欢的那个男生还是对她没什么兴趣，但是也无所谓，因为她的异性缘已经有了质的飞跃。当然这个时候她也就是从中人以下到中人，跟那个很漂亮的女生还是不是一个水平的。你可以观察到男的对女的态度是很不一样的，对于女神级别的，客观上over their league的，就是仰视不敢上前的态度，因为知道自己不配，怕被拒绝。对敢于媚男的女的，即使不算很漂亮，他们也是就是小猫小狗一样可以上前摸摸玩玩的态度，但是不一定愿意负责。结果有一天我发现这个女生聚拢了一大堆别的女生，在跟这些女生说，这个愿意带她玩的班花级别的女生在同时勾搭几个男的，还说人家脚踏多只船。她甚至绘声绘色的描述，把两个男的同时在楼下等她，几点回家都说出来了，搞得像她在现场一样。一大堆人在那里听。我就觉得很毛骨悚然，因为我以为人家不是你最好的朋友吗，你怎么说这种话。当然当时我也不是很懂事，就当听八卦，很多细节上的不对劲到后来回想才发觉。比如人家单独出去她怎么把细节知道得这么清楚。后来这个很漂亮的女生，成绩也非常优秀，大学毕业就跟高中男友结婚了。我有一次跟另一个高中同学聊，我说这个女生是不是高中的时候跟另一个男生还在交往？我朋友说没有这回事。我说真的吗？我听她最好的朋友是这么说的。我朋友说她其实跟那个女生更熟，她跟她高中男友其实初三就在一起了，竞赛班认识的。我说那个女的怎么编这种故事？我朋友说，啊，这个女的，她妈每天都在家里说看看人家什么都比你好，估计她恨别人很久了。我才发现是这样，一切都说得通了。因为这样，这个女的每次满面笑容跟我打招呼的时候，我都隐隐害怕。后来我知道她也是高中在班上造谣我抑郁症的人，她甚至还造谣我上大学是走关系。对她的恐惧直到我成为了比她这样的人还要碧池的人，我才终于克服。因为我发现她这样的人，也是很怂的，只要你比她更碧池，她就不敢害你。,2023-11-12 07:35,13,0,1
chatgpt可以改改语法增加流畅度，但不会write smartly，比如哪些信息要隐藏哪些信息要修饰，他就不能识别。  ,2023-12-02 18:34,8,0,0
狗的劣根性就是喜欢食屎，男人的劣根性就是会对伴侣以外的人产生杏玉（女的其实也有），这是大家要面对的人性的复杂性。这不代表你就不养狗了。  ,2023-10-31 06:01,6,0,0
那种对自己要求特别低但心又特别贪的人，不知道是怎么活得。要你提升自己：我先凑合吧。然后问你想要什么：想发财。  ,2023-10-20 06:37,4,0,2
:像我朋友这样见了三百个不同的男人还不work out发展不出什么深度链接（而且长得从我的标准都挺难看的，我见过一些）在我看来仅仅时间和精力内耗就足以让人精神变态了。我了解到非常多的经历，根据她与我讲述都是令人不愉快的。但我这个朋友能survive主要是因为她的钝感力。我这种大部分时间都意识在线的人无法获得这种钝感力。,2023-10-20 12:09,4,0,0
第二次打德州，进入前五强。（老公作为老赌棍，止步十强  [组图共2张] 原图,2023-11-20 11:51,5,0,2
加州特产有哪些？加州男大985,2023-11-27 17:13,3,0,0
那种家境不好但自己很拼命的姑娘找一个家境好的家里蹲，你的后半生如果不离婚一定会非常痛苦。前半生好过一点。如果是凤凰男找这种女家里蹲，基本上后半生都会找几个小红。女的问题是后半生基本自己也不会去找小红，还被生育和老公拖累自己。  ,2023-11-25 11:47,3,0,0
看一次笑一次，煮老师在家专注生男宝一到公司一看吓一跳被女的overthrown了都  原图 ,2023-10-15 13:12,4,0,1
感觉曲姐谈过local，想听曲姐谈local的故事  ,2023-10-10 02:10,0,0,0
其实之前看那个被挂的姐最令我惊诧的还是她如何形容gay的，什么皮炎烂了啥的，就非常浓缩形容她对gay的认知  ,2023-10-31 04:25,1,0,0
曼哈顿的美国人大部分也不是本地人啊，杀得更厉害，中国人还有点乡下阿伊莲风硬装洋。  ,2023-10-10 02:14,0,0,0
我找的本地的也都是奋斗逼类型的，比我还奋斗逼，也不管是因为我老公是犹太人，我前任是法裔的，他更奋斗逼。我自己的喜好就是奋斗逼。  ,2023-10-10 02:21,5,0,0
我让老公跟我一起做家务，老公说我给你绿卡能不能不让我做家务，我说没有这么容易的事！  ,2023-10-10 03:29,5,0,0
我现在想说二十个他妈的  ,2023-10-10 08:09,1,0,0
有些猫真的像一个人，就像一个圆头圆脑的胖胖  ,2023-10-10 16:09,0,0,0
我老公二十五之前可以免费拜访以色列，现在还有几个月，但估计今年不行了  ,2023-10-10 16:30,4,0,3
